composition delta_e
Ru0.250000Cd0.250000In0.500000 0.27842164
Be0.500000Cs0.250000Ac0.250000 1.0084599
Fe0.250000Lu0.250000Hf0.500000 0.31475145
O0.250000F0.375000K0.250000V0.125000 -2.7897642
Ti0.250000Fe0.500000Ta0.250000 -0.29602673
Fe0.250000Cu0.250000Nb0.250000Pb0.250000 0.33688533
Na0.500000Ag0.250000Eu0.250000 0.010373634
Li0.333300O0.500000Pb0.166700 -1.6736818
O0.555600Ga0.222200Ce0.222200 -2.5614192
Si0.500000Ru0.250000Eu0.250000 -0.16798263
Fe0.250000Zn0.250000Lu0.250000Pb0.250000 0.11987247
Na0.250000Ac0.500000Th0.250000 0.31084258
Sb0.250000Tl0.500000Bi0.250000 0.14454588
Y0.500000Pm0.250000Th0.250000 0.12929239
Li0.125000Cu0.500000Zn0.125000Sn0.250000 -0.060976676
Cd0.250000Gd0.250000Dy0.500000 -0.00078056271
Te0.250000Ta0.500000Hg0.250000 0.51894087
C0.142900N0.428600Cl0.142900La0.285700 -1.5316621
Ag0.250000Ce0.250000W0.500000 1.2969147
Ni0.500000Re0.250000Au0.250000 0.3124549
Pr0.250000Gd0.500000Np0.250000 0.4728592
B0.250000Cd0.250000Tb0.500000 0.51169549
Co0.500000Cs0.250000Ac0.250000 1.0252582
Cu0.250000Y0.250000Os0.250000Tl0.250000 0.25137921
V0.250000Cr0.500000Tc0.250000 -0.090354066
Ti0.500000Rh0.250000Sn0.250000 -0.51766517
Pd0.250000Tl0.500000U0.250000 0.30083086
Ti0.250000Sr0.250000La0.500000 0.45446052
Cr0.250000Y0.500000Tl0.250000 0.023975719
B0.500000La0.250000Tl0.250000 0.81207561
Te0.250000Hf0.500000Np0.250000 0.26847591
B0.222200O0.555600Pr0.222200 -2.1456202
Mg0.250000Ru0.250000Ir0.500000 0.15609097
Sc0.250000Ba0.500000Ir0.250000 0.49281085
O0.666700K0.083300V0.250000 -2.3380089
Sc0.500000Ga0.250000Pm0.250000 -0.081925267
Al0.333300Ir0.333300U0.333300 -0.65228132
Ga0.250000Zr0.500000La0.250000 0.020579826
Cu0.250000In0.250000Lu0.250000Ir0.250000 -0.44289477
B0.250000Cr0.250000Zn0.250000Ru0.250000 0.32821765
H0.133300O0.600000Na0.066700As0.200000 -1.5007114
Be0.250000Sm0.250000Tb0.500000 0.71043996
K0.250000Cu0.500000Ba0.250000 0.25683636
Mo0.500000Gd0.250000Pu0.250000 0.84297209
O0.571400Cr0.142900La0.285700 -2.5352648
Co0.250000Ho0.500000Er0.250000 0.28785094
Tc0.500000In0.250000Ac0.250000 0.48484076
V0.285700Ga0.571400Er0.142900 -0.39538074
Y0.250000Te0.250000Ir0.500000 -0.14194563
Pm0.250000Er0.500000Pt0.250000 -0.29705371
Rb0.500000Ag0.250000Bi0.250000 0.080588682
Sm0.250000Eu0.250000Pu0.500000 0.35262378
Ge0.250000Mo0.500000Sn0.250000 0.29755591
Os0.250000Hg0.250000Np0.500000 0.90418727
H0.368400C0.157900O0.421100Yb0.052600 -1.313348
Cr0.250000Nb0.250000W0.250000Pb0.250000 0.59441459
Ni0.333300Sb0.333300Pt0.333300 -0.17212474
Na0.250000Zr0.250000Ba0.500000 0.56793906
Y0.500000Ba0.250000Nd0.250000 0.24962867
Rb0.500000Os0.250000Au0.250000 1.3427392
O0.571400Y0.285700Th0.142900 -3.4187083
Ba0.250000U0.500000Pu0.250000 1.5698276
Rb0.250000Tm0.250000W0.500000 2.2495419
Ni0.600000Br0.400000 0.24739702
Co0.250000Ga0.250000Os0.250000Hg0.250000 0.5514501
Mo0.250000Dy0.250000Yb0.500000 0.63861665
Li0.250000V0.500000Ir0.250000 -0.12031138
C0.250000N0.250000I0.375000Cs0.125000 -0.10391669
Ge0.250000Ag0.250000Hg0.500000 0.296735
Fe0.250000Zn0.250000Re0.500000 0.24185524
K0.250000Cs0.500000Hg0.250000 -0.031134376
Ti0.833300Ce0.166700 2.9915278
Li0.250000Pd0.500000U0.250000 -0.15623383
Sc0.250000V0.250000Ru0.500000 -0.4408506
Sc0.250000Zn0.250000Sr0.500000 0.26005681
Cu0.500000W0.250000U0.250000 0.84424004
Cu0.250000Zn0.250000Ru0.250000Au0.250000 0.19926639
Ni0.500000Zn0.250000Pr0.250000 -0.1302905
O0.600000Tc0.200000Cd0.200000 -1.947674
Ba0.250000Tl0.500000U0.250000 0.30721407
Si0.250000Sc0.250000Cu0.250000Nb0.250000 0.099371403
K0.250000Pr0.500000Au0.250000 0.09152246
Zn0.250000Tb0.500000Th0.250000 0.50470668
Mg0.250000Cr0.250000Cu0.250000Zn0.250000 0.12422061
O0.600000Ag0.200000Np0.200000 -2.5331581
Li0.500000Te0.250000Np0.250000 0.076847549
Al0.500000Sm0.250000Bi0.250000 0.011807367
Mn0.250000As0.250000Gd0.500000 -0.29314073
Li0.250000In0.250000La0.500000 -0.27603891
Dy0.250000Ir0.500000Pu0.250000 -0.15822107
Cr0.250000As0.500000La0.250000 -0.40241224
Li0.500000Eu0.250000Pt0.250000 -0.44968182
Cu0.250000Pt0.500000Tl0.250000 0.029269731
Ce0.500000Ta0.250000Pt0.250000 0.1643557
Ni0.500000Pd0.250000Tm0.250000 -0.3869715
Mn0.250000Sn0.250000Pr0.500000 0.096954968
Cu0.250000Os0.250000Hg0.250000Bi0.250000 0.78019755
Zn0.250000Ce0.500000Pr0.250000 0.066221952
Tc0.250000Ag0.500000Yb0.250000 0.32906269
Be0.250000Te0.500000Np0.250000 0.18009235
Ga0.250000Ge0.500000Nd0.250000 -0.14398083
Ni0.250000Zn0.250000Nd0.500000 -0.23988935
Cr0.250000Cu0.250000Zn0.250000Zr0.250000 0.13347431
B0.500000Mg0.250000Mn0.250000 0.56111537
Fe0.250000Sm0.250000Os0.500000 0.57488187
Lu0.250000Pt0.500000Tl0.250000 -0.71323009
Zr0.500000Pm0.250000Gd0.250000 0.28628097
Y0.500000La0.250000Tl0.250000 -0.020262884
Ge0.400000Th0.600000 -0.69485749
Mg0.250000Tb0.250000Pa0.500000 0.70588221
Re0.250000Ir0.250000Ac0.500000 0.37862089
Mg0.500000Zn0.250000Te0.250000 -0.079699618
Mg0.500000Y0.250000Sn0.250000 -0.22815191
O0.571400Tc0.285700Cs0.142900 -1.2621263
K0.250000Ge0.500000Pu0.250000 0.084609944
Cr0.250000Tc0.250000Eu0.500000 0.70482086
Zn0.250000Ge0.250000Ru0.500000 -0.14083497
Li0.500000Al0.250000Re0.250000 0.30537829
Mg0.250000Cu0.250000Zn0.250000Hg0.250000 -0.0029076209
Zn0.500000Tb0.250000Pa0.250000 0.12671889
Ru0.250000Pd0.500000Dy0.250000 -0.21589268
Sc0.250000Te0.500000La0.250000 -1.1541046
Al0.615400Fe0.307700La0.076900 -0.38973371
O0.555600Pd0.222200Pm0.222200 -2.0119009
Li0.250000Na0.250000K0.500000 0.086603343
O0.661000Na0.033900V0.305100 -2.4130635
Sb0.250000Yb0.500000U0.250000 0.35377141
P0.166700Se0.500000Ag0.166700Cs0.166700 -0.57308773
Ca0.250000Nd0.500000Ho0.250000 0.11287635
Rh0.250000Ag0.250000Yb0.500000 -0.49895702
B0.200000Sc0.200000Rh0.600000 -0.75968584
Be0.250000Cr0.250000Sn0.250000Re0.250000 0.32616232
Er0.250000Re0.500000Ir0.250000 0.48236957
O0.200000Sn0.200000Ba0.600000 -1.5064722
Al0.500000Sb0.250000Yb0.250000 0.0043293638
Mg0.250000Ge0.500000Ta0.250000 0.20581088
K0.250000Cd0.250000Nd0.500000 0.25917004
Cr0.250000Mo0.500000Tb0.250000 0.71253512
Sc0.250000Pr0.500000Tb0.250000 0.26649612
Ge0.333300Ag0.333300Gd0.333300 -0.66467291
O0.571400Pb0.142900Th0.285700 -2.930719
As0.333300Zr0.666700 -0.65159477
Mn0.250000Mo0.250000Pu0.500000 0.42280048
Zr0.250000Pm0.500000U0.250000 0.58182151
Al0.250000Sb0.500000Ir0.250000 0.23549217
Ge0.250000Cs0.250000Pr0.500000 0.13858402
Cd0.250000Gd0.250000Au0.500000 -0.67308943
Mg0.250000Ru0.250000Sn0.500000 -0.011626978
Cu0.250000Ga0.250000Ru0.250000W0.250000 0.060073446
Sn0.500000Sb0.250000Nd0.250000 -0.22523984
Al0.285700S0.571400Zn0.142900 -1.182418
In0.250000Ac0.500000Th0.250000 0.064207249
O0.600000Sc0.100000Ba0.200000Ir0.100000 -2.6349068
As0.250000Mo0.250000Ba0.500000 0.44388251
Cr0.500000Ta0.250000Pt0.250000 0.024004593
Sc0.250000Ti0.500000Re0.250000 -0.11779249
Hf0.500000W0.250000Pt0.250000 -0.50083595
B0.500000Cs0.250000Ce0.250000 1.5207137
B0.142900O0.571400Fe0.285700 -2.0129093
V0.250000Dy0.500000Th0.250000 0.43533521
Te0.250000Ta0.250000Ir0.500000 0.311213
Sr0.250000Eu0.750000 -0.0004259425
C0.500000Re0.500000 0.24617707
Co0.500000Zr0.250000Pt0.250000 -0.24784624
Tb0.250000Lu0.500000Pb0.250000 0.14056852
Cu0.250000Tc0.250000Ag0.250000Bi0.250000 0.54802826
Mo0.500000Sn0.250000Bi0.250000 0.56061364
V0.250000Cu0.250000Lu0.250000Bi0.250000 0.22225985
Rb0.250000Cs0.500000Ac0.250000 0.50490329
Na0.333300K0.333300Nd0.333300 0.73956868
K0.250000Ta0.250000Ir0.500000 0.63725151
Dy0.750000W0.250000 0.39887083
Ce0.500000Tm0.250000Pt0.250000 -0.17773955
Si0.250000Tm0.250000Tl0.500000 0.20412548
Zr0.250000Ag0.250000Hg0.500000 -0.020876348
Mn0.250000Gd0.500000Pt0.250000 -0.40823201
Re0.250000Ir0.500000Tl0.250000 0.82268986
Mo0.500000Yb0.250000Pb0.250000 0.82086232
Gd0.250000Pt0.250000U0.500000 0.20251716
Na0.250000Sn0.500000Pt0.250000 -0.30916793
Be0.250000Si0.250000Nb0.500000 -0.034400171
V0.250000Ce0.500000Hg0.250000 0.097178972
O0.444400K0.333300Pd0.222200 -1.2284776
F0.750000Cr0.125000Sr0.125000 -3.3225456
Sr0.750000W0.250000 1.0635996
Sr0.250000Pa0.500000U0.250000 0.9547019
Al0.250000Mo0.500000Pd0.250000 -0.061853838
Te0.500000Eu0.250000W0.250000 -0.13756809
Ru0.250000Hg0.500000Pa0.250000 0.33464056
Ni0.250000Cu0.250000Os0.500000 0.45373708
Ce0.250000Nd0.500000Lu0.250000 0.13641182
Cs0.250000Au0.250000Pb0.500000 0.20593428
Pd0.500000La0.250000Ho0.250000 -0.80050434
Pd0.250000Pr0.250000Tm0.500000 -0.11885362
Na0.500000Sr0.250000Pr0.250000 0.21958326
Mg0.750000Tl0.250000 -0.038081501
Fe0.250000Ho0.500000Np0.250000 0.89267829
Cr0.250000Fe0.250000Ag0.250000Tl0.250000 0.60090454
Pd0.333300Sn0.333300Hf0.333300 -0.75778226
O0.222200Zn0.111100Se0.222200Ag0.222200Ba0.222200 -1.5037375
Nb0.250000Eu0.250000Pa0.500000 0.57811678
Ga0.250000Se0.500000Tl0.250000 -0.58549071
Al0.250000Ba0.250000Ho0.500000 0.20693015
Cu0.250000Cd0.500000Tl0.250000 0.3078003
B0.500000Al0.250000Ga0.250000 1.0611846
Tb0.500000Er0.250000Lu0.250000 0.45428611
Mo0.500000Pr0.250000Pt0.250000 0.46304005
La0.250000Sm0.500000Eu0.250000 0.15122075
Nb0.250000Ir0.500000Pb0.250000 0.26418391
B0.250000Tc0.500000Tl0.250000 1.1266063
La0.250000Nd0.250000Os0.500000 0.26728914
Rh0.250000Ba0.500000Lu0.250000 0.42326778
Cr0.250000Y0.250000Sb0.250000Hf0.250000 0.21171601
Li0.500000Cr0.250000Ta0.250000 0.79975515
Zn0.500000Lu0.250000Hg0.250000 -0.19294191
Be0.250000Cs0.250000Sm0.500000 0.77411656
Sc0.250000Os0.500000Th0.250000 -0.25884466
Cr0.250000Mn0.250000Pt0.500000 -0.091616486
Ti0.250000Cr0.250000Ge0.250000Os0.250000 -0.27175943
Se0.571400Ba0.142900Tm0.285700 -1.9693907
O0.555600Rb0.222200Te0.222200 -1.4349086
As0.250000Rh0.250000Sn0.500000 0.095826812
Y0.250000Pr0.500000Ir0.250000 0.011079945
Na0.250000Zr0.500000Ag0.250000 0.42298063
Sn0.500000Ba0.250000Np0.250000 0.34384493
B0.250000Fe0.500000U0.250000 0.37132398
Li0.333300Na0.333300Re0.333300 2.0142455
Si0.250000Co0.250000Ag0.250000Ir0.250000 0.10017609
Sc0.500000Y0.250000Bi0.250000 -0.13640237
Fe0.250000Nb0.250000Sn0.250000Re0.250000 0.28049185
H0.666700C0.166700N0.083300Cl0.083300 -0.40416984
Ru0.250000Hg0.750000 0.49323167
Sc0.250000Cd0.250000Ac0.500000 -0.012232025
Rb0.500000Te0.250000Yb0.250000 -0.38230879
Al0.250000Ce0.250000Pr0.500000 -0.0080278806
Mg0.250000Cr0.250000Sb0.250000Ta0.250000 0.3040439
Li0.333300O0.500000Cr0.083300Pt0.083300 -1.8864147
Ni0.428600Sn0.571400 -0.2890035
Rb0.250000Te0.250000Bi0.500000 0.14778339
O0.533300Cu0.266700Ba0.133300Tm0.066700 -1.9222425
Gd0.250000Ac0.250000Th0.500000 0.30031509
O0.600000Ga0.200000Pd0.200000 -1.0452349
Mg0.500000Cd0.250000Sb0.250000 -0.098462904
O0.555600Sc0.222200Ac0.222200 -3.3945177
Zr0.250000Gd0.500000Pt0.250000 -0.24391787
H0.555600C0.111100N0.333300 -0.24501871
Ti0.333300Pm0.333300Os0.333300 0.09471705
Be0.500000In0.250000Ba0.250000 0.48577138
Be0.250000V0.250000Fe0.250000Ge0.250000 -0.052806969
B0.250000Ru0.500000La0.250000 0.61551014
Zn0.200000Sb0.400000Ba0.400000 -0.87573513
Si0.250000Cu0.250000Pd0.250000Ir0.250000 -0.12371402
Sc0.500000Ga0.250000Tb0.250000 0.07005098
Ti0.500000Eu0.250000Pa0.250000 0.49712117
Ba0.250000Lu0.250000Pt0.500000 -0.70699943
Li0.500000Yb0.250000Np0.250000 0.66449576
Cr0.250000Ni0.250000As0.250000Nb0.250000 -0.021110811
Be0.928600Sc0.071400 -0.16447965
Sm0.250000Tm0.250000Hf0.500000 0.38150267
Co0.333300Zr0.666700 -0.20127171
Co0.222200Ge0.444400Ho0.333300 -0.7209104
H0.200000O0.600000S0.100000Ti0.100000 -1.9932378
Al0.250000Cr0.250000Fe0.250000Ni0.250000 -0.18502251
Si0.250000Ni0.250000Pr0.500000 -0.32613962
As0.500000Ta0.250000Re0.250000 0.10892917
Ir0.500000Hg0.250000Np0.250000 0.14359216
Sc0.250000Ti0.250000Re0.500000 -0.075326396
Rb0.500000Sm0.250000Tm0.250000 0.94388885
Co0.500000Tc0.250000Gd0.250000 0.2063232
Ba0.250000La0.500000Np0.250000 0.67783607
Mn0.250000Ag0.500000Os0.250000 0.86553737
Ge0.250000Tc0.500000Sb0.250000 0.050655375
K0.250000La0.250000Yb0.500000 0.31865961
Ru0.250000Ba0.250000Lu0.500000 0.29752951
Mg0.250000Sc0.250000Ni0.250000Sn0.250000 -0.34606829
Ca0.250000Cu0.500000U0.250000 0.37277922
In0.250000Ta0.500000U0.250000 0.42022993
B0.142900O0.428600F0.214300Gd0.214300 -3.6789111
Si0.250000Cr0.250000Cu0.250000Lu0.250000 -0.12379807
Sb0.250000Cs0.500000La0.250000 0.35917493
S0.666700Pu0.333300 -1.5910072
Ni0.500000Zr0.250000Cs0.250000 0.94211379
Ni0.250000Sn0.500000Ho0.250000 -0.19469672
Li0.500000Be0.250000K0.250000 0.5888952
Li0.333300O0.500000Tb0.083300Pa0.083300 -2.688687
Mg0.500000Fe0.250000Ce0.250000 0.46753188
Ti0.500000Mn0.250000Lu0.250000 0.2637375
Co0.250000Zr0.250000Ir0.250000Tl0.250000 -0.15666042
Be0.250000Sn0.500000Tm0.250000 0.14805427
Hf0.250000Pb0.500000Pa0.250000 0.18959188
Sc0.333300Ce0.333300Os0.333300 -0.023985501
Mg0.500000Os0.250000Ir0.250000 0.16315435
Sr0.250000Rh0.250000Sb0.500000 -0.22386989
Si0.500000K0.250000Re0.250000 0.96108186
Si0.250000Sc0.500000Sn0.250000 -0.39446296
Co0.250000Sr0.250000U0.500000 1.0970761
H0.307700O0.153800Cl0.307700K0.153800Cu0.076900 -1.3419499
Be0.333300Na0.333300Tb0.333300 1.2025582
H0.400000Li0.400000Pt0.200000 -0.49242039
Mo0.250000Rh0.250000Ba0.500000 0.9227919
O0.666700Ge0.166700Hf0.166700 -2.9021191
Br0.444400Pd0.111100I0.222200Cs0.222200 -1.1409006
P0.333300Cr0.555600Zr0.111100 -0.6884007
Sc0.250000Pd0.250000Tl0.500000 -0.24292785
Li0.250000Sn0.500000Ac0.250000 -0.45860702
Co0.250000Zr0.250000Nb0.250000Sb0.250000 0.070820399
Ti0.250000Mn0.250000Co0.250000In0.250000 -0.083290671
Ge0.500000Cd0.250000Er0.250000 -0.16363584
Zr0.250000Tb0.250000Au0.500000 -0.41436624
Ni0.250000Er0.250000Pb0.500000 0.0305225
Cd0.250000Cs0.500000Ac0.250000 0.55591129
Ho0.250000Lu0.250000Hf0.500000 0.35863856
Be0.250000Rb0.500000Pa0.250000 1.924016
Ce0.250000Pt0.250000Au0.500000 -0.50662616
Dy0.625000Pb0.375000 -0.54011757
Si0.333300Ta0.333300Os0.333300 -0.24975395
Sr0.250000Cd0.250000Os0.500000 1.3151188
Al0.181800Cl0.727300Ti0.090900 -1.7391498
Rb0.250000Ce0.250000Ir0.500000 0.69141464
Ni0.250000Zr0.500000Pt0.250000 -0.63539306
Rh0.500000Te0.250000Pm0.250000 -0.50672027
K0.500000Co0.250000Os0.250000 2.0298267
Ge0.250000Sm0.500000Gd0.250000 -0.1155556
Ca0.250000Ni0.500000Tc0.250000 0.40536125
Ni0.500000Nb0.250000Ba0.250000 0.75732359
Al0.250000V0.250000Mn0.250000Ni0.250000 -0.30821256
As0.500000Pr0.250000Yb0.250000 -1.0094438
Cr0.250000Fe0.250000Rb0.500000 1.4712947
Na0.333300Zn0.333300Nd0.333300 0.430058
Co0.250000Zn0.250000Ag0.250000Re0.250000 0.60809935
Sn0.500000Er0.250000Ir0.250000 -0.30453837
Sr0.500000Zr0.250000Nd0.250000 0.57237642
Cr0.250000Rh0.250000Sb0.250000Lu0.250000 -0.32296363
Si0.250000Cd0.500000Pr0.250000 0.026669889
Co0.250000Cu0.250000Rb0.500000 1.0751633
Co0.400000Ge0.400000Ho0.200000 -0.61389046
Mg0.993300In0.006700 -0.0017732074
K0.250000Pd0.500000Pb0.250000 0.038923131
Mn0.250000Tm0.500000Th0.250000 0.41168109
Zn0.250000Ho0.500000W0.250000 0.25150956
Co0.250000Pd0.250000Sb0.250000Hf0.250000 -0.38596795
Mg0.250000Cu0.250000Gd0.500000 -0.05491028
Al0.500000Mn0.250000Cd0.250000 0.21614415
Cr0.500000Fe0.250000Tb0.250000 0.85333864
Ca0.250000Tc0.500000Lu0.250000 0.56659495
Ni0.125000Cu0.625000Ge0.250000 0.028807931
Nb0.250000Nd0.250000Hg0.500000 0.18440539
Al0.666700Ir0.333300 -0.42975429
V0.250000Fe0.250000Sn0.250000Ta0.250000 0.28005806
Co0.250000Ga0.250000Mo0.250000Os0.250000 0.00046265625
Mn0.285700Ge0.142900Te0.571400 -0.094873561
Ge0.500000Ag0.250000Sm0.250000 -0.22947027
Fe0.250000Gd0.500000Er0.250000 0.42542313
Cr0.250000Ga0.250000Y0.250000Ir0.250000 -0.28177142
O0.571400Se0.142900Hg0.285700 -0.74469381
Ba0.250000Au0.750000 -0.40598274
Co0.500000Eu0.250000Er0.250000 0.080578025
O0.555600Mo0.222200La0.222200 -2.5053668
Li0.500000Y0.250000Sm0.250000 0.14095232
Li0.250000Sb0.250000Sm0.500000 -0.49737931
Y0.250000Sn0.250000Lu0.500000 -0.22984686
Co0.250000In0.500000U0.250000 0.55914842
In0.250000Hf0.500000Tl0.250000 0.16494959
Sc0.500000Ti0.250000Sm0.250000 0.2463156
B0.200000O0.600000La0.200000 -3.4416217
O0.571400Rh0.285700Pr0.142900 -1.5856642
B0.250000Co0.250000Cu0.250000W0.250000 0.38687849
Li0.500000Pb0.500000 -0.2788294
Ni0.250000Dy0.250000Os0.500000 0.56848562
Y0.500000In0.250000U0.250000 0.2583978
Na0.333300Cr0.333300Cs0.333300 0.95466003
V0.500000Ce0.250000Nd0.250000 0.59510801
Mo0.500000La0.250000Pr0.250000 0.80101763
O0.600000Ca0.200000Y0.200000 -3.3640418
Eu0.500000Hf0.250000Pb0.250000 0.15857777
O0.571400Gd0.142900Ta0.285700 -2.3321954
Si0.250000Cr0.250000Th0.500000 0.11642617
Ca0.750000Nb0.250000 0.58875836
Ce0.250000Ac0.500000Np0.250000 0.90849816
Li0.142900O0.571400Mg0.142900P0.142900 -2.858312
Sn0.250000La0.250000Ta0.500000 0.40885346
As0.571400Sn0.428600 -0.086725508
Mg0.500000Rb0.250000Cd0.250000 0.23705572
Al0.250000V0.500000Ge0.250000 0.063165656
Tc0.250000Ag0.250000Pu0.500000 0.18960209
Cu0.250000Gd0.250000Re0.500000 0.93387481
Rh0.250000Pd0.250000Gd0.500000 -0.83599457
Sr0.500000Nb0.250000Tb0.250000 0.97413638
Ag0.250000Ho0.250000Pu0.500000 0.3107738
Zn0.214300Ga0.285700Pd0.500000 -0.60218481
O0.600000Ca0.100000Ti0.200000Fe0.100000 -2.9357038
K0.250000Ca0.500000Ce0.250000 0.3112267
Rb0.250000Pr0.500000Tm0.250000 0.57956307
Co0.250000Mo0.250000Bi0.500000 0.71016226
Li0.200000O0.600000Y0.200000 -2.4234003
Zr0.500000Ag0.250000Yb0.250000 0.28408156
Fe0.250000Hf0.250000Re0.500000 0.27892058
Cr0.250000Nd0.250000Pu0.500000 0.43954305
Ga0.500000Ag0.250000Th0.250000 -0.25591395
Al0.666700Cd0.333300 0.57062079
Ti0.500000In0.250000Pt0.250000 -0.47023964
Sc0.250000Co0.250000Sb0.250000W0.250000 0.22087689
Sc0.250000In0.250000Pr0.500000 -0.1676784
Mn0.250000Ta0.250000Pa0.500000 0.36691248
I0.250000Os0.750000 1.3894502
Ga0.500000Gd0.250000Tb0.250000 -0.41558697
Ba0.250000La0.500000Er0.250000 0.2710543
S0.250000Ir0.750000 0.48416071
Sb0.500000Ce0.250000Lu0.250000 -0.76444337
Co0.250000In0.250000Hf0.250000Pt0.250000 -0.52884258
Te0.250000W0.250000Tl0.500000 1.3176509
Cr0.500000Zn0.250000Nb0.250000 0.23909636
Fe0.250000Cu0.250000Zr0.250000Sn0.250000 -0.19324545
Mg0.250000Ru0.500000Os0.250000 0.24504921
Ti0.250000Cu0.250000Zr0.250000Sb0.250000 0.086435143
Cu0.250000Zn0.250000Y0.250000Ta0.250000 0.51400311
C0.200000F0.600000Cl0.200000 -1.6724968
B0.500000Nb0.250000Pb0.250000 1.412663
O0.600000Cu0.200000Se0.200000 -0.93075553
K0.250000Tc0.500000Pa0.250000 1.0692893
Nb0.250000Pa0.250000U0.500000 0.36918013
Cu0.250000Mo0.250000Ag0.500000 0.68922371
K0.250000Ca0.500000Hg0.250000 -0.014117318
Sr0.500000Pa0.250000U0.250000 1.325656
Ga0.250000Cd0.500000La0.250000 -0.2507188
Co0.250000Ni0.250000Re0.250000Tl0.250000 0.65281677
O0.250000Mg0.750000 -1.1968148
Si0.250000Re0.500000Pt0.250000 0.10783621
Ga0.250000La0.500000Eu0.250000 -0.17112203
Mg0.250000Zn0.500000Tc0.250000 0.10476556
Cu0.500000Sn0.250000Ac0.250000 -0.26734308
Mo0.250000Ag0.500000Gd0.250000 0.40755909
S0.750000Ru0.250000 -0.020132225
Cs0.500000Ho0.250000Au0.250000 0.63787976
Te0.500000Sm0.250000Ir0.250000 -0.23011187
Be0.250000K0.250000U0.500000 1.5462012
K0.250000Ga0.500000U0.250000 0.44288894
Zn0.500000Yb0.250000Th0.250000 -0.21196461
Mg0.333300Sm0.333300Os0.333300 0.26477077
Ca0.500000Sn0.250000Eu0.250000 -0.33817846
O0.571400In0.142900Pt0.285700 -0.69467155
Sr0.500000Te0.250000Pr0.250000 -0.14209401
Zr0.250000Tb0.250000Np0.500000 0.83720005
Ti0.250000Sr0.250000Ru0.500000 0.31497925
Na0.250000Co0.250000As0.500000 0.084328423
Ca0.250000Nd0.500000Au0.250000 -0.13361241
Rb0.500000Mo0.250000Re0.250000 2.7235195
Sr0.250000In0.500000Ta0.250000 0.3607381
Tc0.500000Er0.250000Th0.250000 -0.0650557
Ba0.250000La0.250000Pa0.500000 1.0172046
O0.600000Y0.200000Au0.200000 -1.6664202
Ag0.250000Hf0.250000Pa0.500000 0.38834024
Li0.166700F0.500000Cs0.333300 -2.9139249
K0.250000Fe0.500000U0.250000 1.1576253
Ge0.333300Lu0.333300Ir0.333300 -0.95143888
Be0.125000Cu0.625000Ga0.250000 -0.056478441
Sn0.250000Hg0.500000Pu0.250000 0.49204091
Nb0.250000U0.750000 0.33874736
Ga0.625000Tm0.375000 -0.62751567
Be0.250000V0.250000Tl0.500000 0.77771609
Na0.250000Zn0.500000Tl0.250000 0.060804804
O0.571400Ba0.142900Np0.285700 -3.3235505
As0.250000Nb0.250000Tm0.500000 -0.050009559
Zr0.500000La0.250000Ir0.250000 -0.19963188
V0.500000Rh0.250000Nd0.250000 0.28747807
Rb0.500000Pm0.250000Yb0.250000 0.63912987
Si0.500000K0.250000Bi0.250000 0.60984869
Ag0.250000Pm0.250000Pu0.500000 0.2744213
Cd0.500000W0.500000 0.67476108
Co0.250000Ni0.250000Zn0.250000Au0.250000 0.065921515
B0.250000Ho0.250000Ac0.500000 0.80606716
Be0.250000Ru0.500000W0.250000 -0.20218537
Na0.250000Nd0.500000W0.250000 0.6156406
V0.250000Ni0.250000Ga0.500000 -0.16855204
Rb0.250000Eu0.500000Au0.250000 -0.11098862
N0.250000Rh0.750000 0.54422327
Sn0.250000Nd0.250000Ho0.500000 -0.23295393
Mg0.250000Ti0.250000Ho0.500000 0.130622
Ge0.250000Rb0.250000Tb0.500000 0.61607468
O0.615400Al0.076900Si0.230800K0.076900 -3.0788842
Fe0.500000Hf0.500000 -0.3317746
V0.250000Co0.250000Zn0.250000Hf0.250000 -0.015068821
O0.571400Mo0.142900Tm0.285700 -2.7268831
O0.500000Se0.166700Hg0.333300 -0.77111853
Nb0.500000Ag0.250000Sm0.250000 0.59178493
Co0.250000Y0.250000Rh0.250000Bi0.250000 -0.28997826
V0.250000Co0.250000Tc0.250000Tl0.250000 0.38284078
Ru0.500000Pd0.250000Sn0.250000 0.069629485
Cu0.250000Ge0.250000Hf0.250000Re0.250000 0.073299719
Pd0.250000Ag0.250000Tl0.500000 0.068466248
P0.250000Mo0.750000 -0.41037117
As0.250000Pd0.500000Sm0.250000 -0.71449799
H0.428600N0.071400O0.357100P0.071400Ni0.071400 -1.3968259
Ca0.500000Ag0.250000Ir0.250000 -0.29851948
Cu0.250000Zn0.250000Ta0.250000Tl0.250000 0.60136969
Ca0.500000Eu0.250000Er0.250000 0.13111652
Be0.250000Mn0.500000Tm0.250000 0.36443332
Na0.250000Al0.250000Th0.500000 0.15102586
Ga0.500000Ge0.250000Cd0.250000 0.15218122
In0.500000Ba0.250000Nd0.250000 -0.34025907
Zr0.500000Eu0.250000Dy0.250000 0.43974371
Fe0.250000Zn0.250000Y0.250000Nb0.250000 0.45469568
Ni0.250000In0.500000Ta0.250000 0.41143749
Cu0.500000As0.250000Nd0.250000 -0.22379948
B0.250000Ni0.250000Zr0.250000Hf0.250000 -0.096190644
Be0.250000Ti0.250000Yb0.500000 0.65783878
Pd0.750000Th0.250000 -0.94936056
F0.600000Na0.100000Ti0.100000Cs0.200000 -3.2272049
